id,rulebreaker_type,category,firstName,pronoun,verb,entityA,entityB,premise1,premise2,conclusion,label
RULEBREAKER_0000137_nonrb,mt,cities,Elif,she,is in,Laos,Libreville,"If Elif is in Laos, then she is not in Libreville.",Elif is in Libreville.,Elif is not in Laos.,True
RULEBREAKER_0000138_nonrb,mt,cities,Minik,he,is in,Australia,Moroni,"If Minik is in Australia, then he is not in Moroni.",Minik is in Moroni.,Minik is not in Australia.,True
RULEBREAKER_0000139_nonrb,mt,cities,Nikau,he,is in,Guinea-Bissau,Panama City,"If Nikau is in Guinea-Bissau, then he is not in Panama City.",Nikau is in Panama City.,Nikau is not in Guinea-Bissau.,True
RULEBREAKER_0000140_nonrb,mt,cities,Andrei,he,is in,Marshall Islands,Accra,"If Andrei is in Marshall Islands, then he is not in Accra.",Andrei is in Accra.,Andrei is not in Marshall Islands.,True
RULEBREAKER_0000141_nonrb,mt,cities,Lilit,she,is in,Bhutan,Monrovia,"If Lilit is in Bhutan, then she is not in Monrovia.",Lilit is in Monrovia.,Lilit is not in Bhutan.,True
RULEBREAKER_0000142_nonrb,mt,cities,Alparslan,he,is in,Norway,Conakry,"If Alparslan is in Norway, then he is not in Conakry.",Alparslan is in Conakry.,Alparslan is not in Norway.,True
RULEBREAKER_0000143_nonrb,mt,cities,Lilien,she,is in,Mozambique,Yerevan,"If Lilien is in Mozambique, then she is not in Yerevan.",Lilien is in Yerevan.,Lilien is not in Mozambique.,True
RULEBREAKER_0000144_nonrb,mt,cities,Maia,she,is in,Cameroon,Bissau,"If Maia is in Cameroon, then she is not in Bissau.",Maia is in Bissau.,Maia is not in Cameroon.,True
RULEBREAKER_0000145_nonrb,mt,cities,Nóa,he,is in,Italy,Pyongyang,"If Nóa is in Italy, then he is not in Pyongyang.",Nóa is in Pyongyang.,Nóa is not in Italy.,True
RULEBREAKER_0000146_nonrb,mt,cities,Althea,she,is in,Nigeria,Beijing,"If Althea is in Nigeria, then she is not in Beijing.",Althea is in Beijing.,Althea is not in Nigeria.,True
RULEBREAKER_0000147_nonrb,mt,cities,Adrian,he,is in,South Sudan,Phnom Penh,"If Adrian is in South Sudan, then he is not in Phnom Penh.",Adrian is in Phnom Penh.,Adrian is not in South Sudan.,True
RULEBREAKER_0000148_nonrb,mt,cities,Davit,he,is in,Austria,Bandar Seri Begawan,"If Davit is in Austria, then he is not in Bandar Seri Begawan.",Davit is in Bandar Seri Begawan.,Davit is not in Austria.,True
RULEBREAKER_0000149_nonrb,mt,cities,Yuna,she,is in,Ireland,Bamako,"If Yuna is in Ireland, then she is not in Bamako.",Yuna is in Bamako.,Yuna is not in Ireland.,True
RULEBREAKER_0000150_nonrb,mt,cities,Alessandro,he,is in,Rwanda,San José,"If Alessandro is in Rwanda, then he is not in San José.",Alessandro is in San José.,Alessandro is not in Rwanda.,True
RULEBREAKER_0000151_nonrb,mt,cities,Elena,she,is in,Qatar,Guatemala City,"If Elena is in Qatar, then she is not in Guatemala City.",Elena is in Guatemala City.,Elena is not in Qatar.,True
RULEBREAKER_0000152_nonrb,mt,cities,Josip,he,is in,Guyana,London,"If Josip is in Guyana, then he is not in London.",Josip is in London.,Josip is not in Guyana.,True
RULEBREAKER_0000153_nonrb,mt,cities,Helma,she,is in,Guinea,Port-au-Prince,"If Helma is in Guinea, then she is not in Port-au-Prince.",Helma is in Port-au-Prince.,Helma is not in Guinea.,True
RULEBREAKER_0000154_nonrb,mt,cities,Elija,she,is in,Panama,Tripoli,"If Elija is in Panama, then she is not in Tripoli.",Elija is in Tripoli.,Elija is not in Panama.,True
RULEBREAKER_0000155_nonrb,mt,cities,Maitê,she,is in,Canada,Suva,"If Maitê is in Canada, then she is not in Suva.",Maitê is in Suva.,Maitê is not in Canada.,True
RULEBREAKER_0000156_nonrb,mt,cities,Charlie,he,is in,Bangladesh,Tbilisi,"If Charlie is in Bangladesh, then he is not in Tbilisi.",Charlie is in Tbilisi.,Charlie is not in Bangladesh.,True
RULEBREAKER_0000157_nonrb,mt,cities,Ricardo,he,is in,Moldova,Vilnius,"If Ricardo is in Moldova, then he is not in Vilnius.",Ricardo is in Vilnius.,Ricardo is not in Moldova.,True
RULEBREAKER_0000158_nonrb,mt,cities,Minato,he,is in,Portugal,Paris,"If Minato is in Portugal, then he is not in Paris.",Minato is in Paris.,Minato is not in Portugal.,True
RULEBREAKER_0000159_nonrb,mt,cities,Sophie,she,is in,Barbados,Baghdad,"If Sophie is in Barbados, then she is not in Baghdad.",Sophie is in Baghdad.,Sophie is not in Barbados.,True
RULEBREAKER_0000160_nonrb,mt,cities,Reina,she,is in,Indonesia,Roseau,"If Reina is in Indonesia, then she is not in Roseau.",Reina is in Roseau.,Reina is not in Indonesia.,True
RULEBREAKER_0000161_nonrb,mt,cities,Aria,she,is in,People's Republic of China,Muscat,"If Aria is in People's Republic of China, then she is not in Muscat.",Aria is in Muscat.,Aria is not in People's Republic of China.,True
RULEBREAKER_0000162_nonrb,mt,cities,Pari,she,is in,Ghana,Bangkok,"If Pari is in Ghana, then she is not in Bangkok.",Pari is in Bangkok.,Pari is not in Ghana.,True
RULEBREAKER_0000163_nonrb,mt,cities,Joel,he,is in,Tajikistan,Bratislava,"If Joel is in Tajikistan, then he is not in Bratislava.",Joel is in Bratislava.,Joel is not in Tajikistan.,True
RULEBREAKER_0000164_nonrb,mt,cities,Mareva,she,is in,Zambia,Prague,"If Mareva is in Zambia, then she is not in Prague.",Mareva is in Prague.,Mareva is not in Zambia.,True
RULEBREAKER_0000165_nonrb,mt,cities,Oumou,she,is in,Belgium,Madrid,"If Oumou is in Belgium, then she is not in Madrid.",Oumou is in Madrid.,Oumou is not in Belgium.,True
RULEBREAKER_0000166_nonrb,mt,cities,Baran,she,is in,Cuba,Vienna,"If Baran is in Cuba, then she is not in Vienna.",Baran is in Vienna.,Baran is not in Cuba.,True
RULEBREAKER_0000167_nonrb,mt,cities,Fatma,she,is in,Sudan,Jakarta,"If Fatma is in Sudan, then she is not in Jakarta.",Fatma is in Jakarta.,Fatma is not in Sudan.,True
RULEBREAKER_0000168_nonrb,mt,cities,Miguel,he,is in,Republic of the Congo,Islamabad,"If Miguel is in Republic of the Congo, then he is not in Islamabad.",Miguel is in Islamabad.,Miguel is not in Republic of the Congo.,True
RULEBREAKER_0000169_nonrb,mt,cities,Lilja,she,is in,Honduras,Brasília,"If Lilja is in Honduras, then she is not in Brasília.",Lilja is in Brasília.,Lilja is not in Honduras.,True
RULEBREAKER_0000170_nonrb,mt,cities,Katerina,she,is in,Spain,City of Brussels,"If Katerina is in Spain, then she is not in City of Brussels.",Katerina is in City of Brussels.,Katerina is not in Spain.,True
RULEBREAKER_0000171_nonrb,mt,cities,Valeria,she,is in,Comoros,Dushanbe,"If Valeria is in Comoros, then she is not in Dushanbe.",Valeria is in Dushanbe.,Valeria is not in Comoros.,True
RULEBREAKER_0000172_nonrb,mt,cities,Widelene,she,is in,Oman,Skopje,"If Widelene is in Oman, then she is not in Skopje.",Widelene is in Skopje.,Widelene is not in Oman.,True
RULEBREAKER_0000173_nonrb,mt,cities,Anastasia,she,is in,Malta,Maputo,"If Anastasia is in Malta, then she is not in Maputo.",Anastasia is in Maputo.,Anastasia is not in Malta.,True
RULEBREAKER_0000174_nonrb,mt,cities,Evens,he,is in,Togo,Managua,"If Evens is in Togo, then he is not in Managua.",Evens is in Managua.,Evens is not in Togo.,True
RULEBREAKER_0000175_nonrb,mt,cities,Abubakr,he,is in,Lebanon,Havana,"If Abubakr is in Lebanon, then he is not in Havana.",Abubakr is in Havana.,Abubakr is not in Lebanon.,True
RULEBREAKER_0000176_nonrb,mt,cities,Jēkabs,he,is in,Sweden,Luanda,"If Jēkabs is in Sweden, then he is not in Luanda.",Jēkabs is in Luanda.,Jēkabs is not in Sweden.,True
RULEBREAKER_0000177_nonrb,mt,cities,Christina,she,is in,Taiwan,Nouakchott,"If Christina is in Taiwan, then she is not in Nouakchott.",Christina is in Nouakchott.,Christina is not in Taiwan.,True
RULEBREAKER_0000178_nonrb,mt,cities,Zoran,he,is in,Vietnam,Bridgetown,"If Zoran is in Vietnam, then he is not in Bridgetown.",Zoran is in Bridgetown.,Zoran is not in Vietnam.,True
RULEBREAKER_0000179_nonrb,mt,cities,Awa,she,is in,Saint Lucia,Stockholm,"If Awa is in Saint Lucia, then she is not in Stockholm.",Awa is in Stockholm.,Awa is not in Saint Lucia.,True
RULEBREAKER_0000180_nonrb,mt,cities,Safija,she,is in,Uzbekistan,Kingston,"If Safija is in Uzbekistan, then she is not in Kingston.",Safija is in Kingston.,Safija is not in Uzbekistan.,True
RULEBREAKER_0000181_nonrb,mt,cities,Haruto,he,is in,Greece,Ulaanbaatar,"If Haruto is in Greece, then he is not in Ulaanbaatar.",Haruto is in Ulaanbaatar.,Haruto is not in Greece.,True
RULEBREAKER_0000182_nonrb,mt,cities,Miraç,he,is in,Equatorial Guinea,"Washington, D.C.","If Miraç is in Equatorial Guinea, then he is not in Washington, D.C..","Miraç is in Washington, D.C..",Miraç is not in Equatorial Guinea.,True
RULEBREAKER_0000183_nonrb,mt,cities,Martín,he,is in,Saint Kitts and Nevis,Harare,"If Martín is in Saint Kitts and Nevis, then he is not in Harare.",Martín is in Harare.,Martín is not in Saint Kitts and Nevis.,True
RULEBREAKER_0000184_nonrb,mt,cities,Vicente,he,is in,Burundi,Saint John's,"If Vicente is in Burundi, then he is not in Saint John's.",Vicente is in Saint John's.,Vicente is not in Burundi.,True
RULEBREAKER_0000185_nonrb,mt,cities,Dalal,she,is in,Trinidad and Tobago,Antananarivo,"If Dalal is in Trinidad and Tobago, then she is not in Antananarivo.",Dalal is in Antananarivo.,Dalal is not in Trinidad and Tobago.,True
RULEBREAKER_0000186_nonrb,mt,cities,Marcell,he,is in,United Arab Emirates,Santiago,"If Marcell is in United Arab Emirates, then he is not in Santiago.",Marcell is in Santiago.,Marcell is not in United Arab Emirates.,True
RULEBREAKER_0000187_nonrb,mt,cities,Azora Kiara,she,is in,Seychelles,Helsinki,"If Azora Kiara is in Seychelles, then she is not in Helsinki.",Azora Kiara is in Helsinki.,Azora Kiara is not in Seychelles.,True
RULEBREAKER_0000188_nonrb,mt,cities,Teiki,he,is in,Mongolia,Riyadh,"If Teiki is in Mongolia, then he is not in Riyadh.",Teiki is in Riyadh.,Teiki is not in Mongolia.,True
RULEBREAKER_0000189_nonrb,mt,cities,Ellen,she,is in,Saint Vincent and the Grenadines,Bangui,"If Ellen is in Saint Vincent and the Grenadines, then she is not in Bangui.",Ellen is in Bangui.,Ellen is not in Saint Vincent and the Grenadines.,True
RULEBREAKER_0000190_nonrb,mt,cities,Tadhg,he,is in,North Korea,Quito,"If Tadhg is in North Korea, then he is not in Quito.",Tadhg is in Quito.,Tadhg is not in North Korea.,True
RULEBREAKER_0000191_nonrb,mt,cities,Doha,she,is in,Central African Republic,Dodoma,"If Doha is in Central African Republic, then she is not in Dodoma.",Doha is in Dodoma.,Doha is not in Central African Republic.,True
RULEBREAKER_0000192_nonrb,mt,cities,Esma,she,is in,South Korea,Mogadishu,"If Esma is in South Korea, then she is not in Mogadishu.",Esma is in Mogadishu.,Esma is not in South Korea.,True
RULEBREAKER_0000193_nonrb,mt,cities,Xīnyí,she,is in,Iraq,Lilongwe,"If Xīnyí is in Iraq, then she is not in Lilongwe.",Xīnyí is in Lilongwe.,Xīnyí is not in Iraq.,True
RULEBREAKER_0000194_nonrb,mt,cities,Jana,she,is in,Ethiopia,Gaborone,"If Jana is in Ethiopia, then she is not in Gaborone.",Jana is in Gaborone.,Jana is not in Ethiopia.,True
RULEBREAKER_0000195_nonrb,mt,cities,Barbare,she,is in,Pakistan,Belmopan,"If Barbare is in Pakistan, then she is not in Belmopan.",Barbare is in Belmopan.,Barbare is not in Pakistan.,True
RULEBREAKER_0000196_nonrb,mt,cities,Elyas,he,is in,Slovakia,Dakar,"If Elyas is in Slovakia, then he is not in Dakar.",Elyas is in Dakar.,Elyas is not in Slovakia.,True
RULEBREAKER_0000197_nonrb,mt,cities,Jessica,she,is in,Venezuela,Apia,"If Jessica is in Venezuela, then she is not in Apia.",Jessica is in Apia.,Jessica is not in Venezuela.,True
RULEBREAKER_0000198_nonrb,mt,cities,Rin,she,is in,North Macedonia,South Tarawa,"If Rin is in North Macedonia, then she is not in South Tarawa.",Rin is in South Tarawa.,Rin is not in North Macedonia.,True
RULEBREAKER_0000199_nonrb,mt,cities,Karine,she,is in,Germany,Honiara,"If Karine is in Germany, then she is not in Honiara.",Karine is in Honiara.,Karine is not in Germany.,True
RULEBREAKER_0000200_nonrb,mt,cities,Clara,she,is in,Suriname,Maseru,"If Clara is in Suriname, then she is not in Maseru.",Clara is in Maseru.,Clara is not in Suriname.,True
RULEBREAKER_0000201_nonrb,mt,cities,Delfina,she,is in,Costa Rica,Nassau,"If Delfina is in Costa Rica, then she is not in Nassau.",Delfina is in Nassau.,Delfina is not in Costa Rica.,True
RULEBREAKER_0000202_nonrb,mt,cities,Chloe,she,is in,Samoa,Tunis,"If Chloe is in Samoa, then she is not in Tunis.",Chloe is in Tunis.,Chloe is not in Samoa.,True
RULEBREAKER_0000203_nonrb,mt,cities,Azaria,she,is in,Cambodia,Kathmandu,"If Azaria is in Cambodia, then she is not in Kathmandu.",Azaria is in Kathmandu.,Azaria is not in Cambodia.,True
RULEBREAKER_0000204_nonrb,mt,cities,Niel,he,is in,Turkey,Doha,"If Niel is in Turkey, then he is not in Doha.",Niel is in Doha.,Niel is not in Turkey.,True
RULEBREAKER_0000205_nonrb,mt,cities,Amayra,she,is in,Mali,Astana,"If Amayra is in Mali, then she is not in Astana.",Amayra is in Astana.,Amayra is not in Mali.,True
RULEBREAKER_0000206_nonrb,mt,cities,Regina,she,is in,Kenya,Dili,"If Regina is in Kenya, then she is not in Dili.",Regina is in Dili.,Regina is not in Kenya.,True
RULEBREAKER_0000207_nonrb,mt,cities,Damian,he,is in,Vanuatu,Kuala Lumpur,"If Damian is in Vanuatu, then he is not in Kuala Lumpur.",Damian is in Kuala Lumpur.,Damian is not in Vanuatu.,True
RULEBREAKER_0000208_nonrb,mt,cities,Gunay,she,is in,Argentina,Nukuʻalofa,"If Gunay is in Argentina, then she is not in Nukuʻalofa.",Gunay is in Nukuʻalofa.,Gunay is not in Argentina.,True
RULEBREAKER_0000209_nonrb,mt,cities,Sára,she,is in,Armenia,Algiers,"If Sára is in Armenia, then she is not in Algiers.",Sára is in Algiers.,Sára is not in Armenia.,True
RULEBREAKER_0000210_nonrb,mt,cities,Daniil,he,is in,Poland,Kingstown,"If Daniil is in Poland, then he is not in Kingstown.",Daniil is in Kingstown.,Daniil is not in Poland.,True
RULEBREAKER_0000211_nonrb,mt,cities,Latifa,she,is in,Chile,Cairo,"If Latifa is in Chile, then she is not in Cairo.",Latifa is in Cairo.,Latifa is not in Chile.,True
RULEBREAKER_0000212_nonrb,mt,cities,William,he,is in,Mauritius,Port of Spain,"If William is in Mauritius, then he is not in Port of Spain.",William is in Port of Spain.,William is not in Mauritius.,True
RULEBREAKER_0000213_nonrb,mt,cities,Kevin,he,is in,Jordan,Vaduz,"If Kevin is in Jordan, then he is not in Vaduz.",Kevin is in Vaduz.,Kevin is not in Jordan.,True
RULEBREAKER_0000214_nonrb,mt,cities,Nina,she,is in,Uruguay,Rabat,"If Nina is in Uruguay, then she is not in Rabat.",Nina is in Rabat.,Nina is not in Uruguay.,True
RULEBREAKER_0000215_nonrb,mt,cities,Snezana,she,is in,Myanmar,Paramaribo,"If Snezana is in Myanmar, then she is not in Paramaribo.",Snezana is in Paramaribo.,Snezana is not in Myanmar.,True
RULEBREAKER_0000216_nonrb,mt,cities,Noah,he,is in,France,Malabo,"If Noah is in France, then he is not in Malabo.",Noah is in Malabo.,Noah is not in France.,True
RULEBREAKER_0000217_nonrb,mt,cities,Abdelkader,he,is in,Andorra,Praia,"If Abdelkader is in Andorra, then he is not in Praia.",Abdelkader is in Praia.,Abdelkader is not in Andorra.,True
RULEBREAKER_0000218_nonrb,mt,cities,Ren,he,is in,Saudi Arabia,Tashkent,"If Ren is in Saudi Arabia, then he is not in Tashkent.",Ren is in Tashkent.,Ren is not in Saudi Arabia.,True
RULEBREAKER_0000219_nonrb,mt,cities,Elizabeth,she,is in,The Gambia,Abu Dhabi,"If Elizabeth is in The Gambia, then she is not in Abu Dhabi.",Elizabeth is in Abu Dhabi.,Elizabeth is not in The Gambia.,True
RULEBREAKER_0000220_nonrb,mt,cities,Kyra,she,is in,Malaysia,Niamey,"If Kyra is in Malaysia, then she is not in Niamey.",Kyra is in Niamey.,Kyra is not in Malaysia.,True
RULEBREAKER_0000221_nonrb,mt,cities,Elnur,he,is in,Turkmenistan,Ankara,"If Elnur is in Turkmenistan, then he is not in Ankara.",Elnur is in Ankara.,Elnur is not in Turkmenistan.,True
RULEBREAKER_0000222_nonrb,mt,cities,Léo,he,is in,Ukraine,Tehran,"If Léo is in Ukraine, then he is not in Tehran.",Léo is in Tehran.,Léo is not in Ukraine.,True
RULEBREAKER_0000223_nonrb,mt,cities,Sakura,she,is in,Malawi,Port Moresby,"If Sakura is in Malawi, then she is not in Port Moresby.",Sakura is in Port Moresby.,Sakura is not in Malawi.,True
RULEBREAKER_0000224_nonrb,mt,cities,Shaikha,she,is in,Gabon,Asunción,"If Shaikha is in Gabon, then she is not in Asunción.",Shaikha is in Asunción.,Shaikha is not in Gabon.,True
RULEBREAKER_0000225_nonrb,mt,cities,Nahia,she,is in,Japan,Banjul,"If Nahia is in Japan, then she is not in Banjul.",Nahia is in Banjul.,Nahia is not in Japan.,True
RULEBREAKER_0000226_nonrb,mt,cities,Tatiana,she,is in,São Tomé and Príncipe,Bishkek,"If Tatiana is in São Tomé and Príncipe, then she is not in Bishkek.",Tatiana is in Bishkek.,Tatiana is not in São Tomé and Príncipe.,True
RULEBREAKER_0000227_nonrb,mt,cities,Leyla,she,is in,Egypt,Beirut,"If Leyla is in Egypt, then she is not in Beirut.",Leyla is in Beirut.,Leyla is not in Egypt.,True
RULEBREAKER_0000228_nonrb,mt,cities,Kári,he,is in,Montenegro,New Delhi,"If Kári is in Montenegro, then he is not in New Delhi.",Kári is in New Delhi.,Kári is not in Montenegro.,True
RULEBREAKER_0000229_nonrb,mt,cities,Maysoun,she,is in,Brazil,Majuro,"If Maysoun is in Brazil, then she is not in Majuro.",Maysoun is in Majuro.,Maysoun is not in Brazil.,True
RULEBREAKER_0000230_nonrb,mt,cities,Levente,he,is in,Kuwait,Tegucigalpa,"If Levente is in Kuwait, then he is not in Tegucigalpa.",Levente is in Tegucigalpa.,Levente is not in Kuwait.,True
RULEBREAKER_0000231_nonrb,mt,cities,Davud,he,is in,Niger,Berlin,"If Davud is in Niger, then he is not in Berlin.",Davud is in Berlin.,Davud is not in Niger.,True
RULEBREAKER_0000232_nonrb,mt,cities,Sienna,she,is in,Mexico,Zagreb,"If Sienna is in Mexico, then she is not in Zagreb.",Sienna is in Zagreb.,Sienna is not in Mexico.,True
RULEBREAKER_0000233_nonrb,mt,cities,Sergei,he,is in,Switzerland,Castries,"If Sergei is in Switzerland, then he is not in Castries.",Sergei is in Castries.,Sergei is not in Switzerland.,True
RULEBREAKER_0000234_nonrb,mt,cities,Bandar,he,is in,Tonga,Kabul,"If Bandar is in Tonga, then he is not in Kabul.",Bandar is in Kabul.,Bandar is not in Tonga.,True
RULEBREAKER_0000235_nonrb,mt,cities,Amir,he,is in,El Salvador,Gitega,"If Amir is in El Salvador, then he is not in Gitega.",Amir is in Gitega.,Amir is not in El Salvador.,True
RULEBREAKER_0000236_nonrb,mt,cities,Maksym,he,is in,Cape Verde,Ngerulmud,"If Maksym is in Cape Verde, then he is not in Ngerulmud.",Maksym is in Ngerulmud.,Maksym is not in Cape Verde.,True
RULEBREAKER_0000237_nonrb,mt,cities,Alberte,she,is in,Finland,Brazzaville,"If Alberte is in Finland, then she is not in Brazzaville.",Alberte is in Brazzaville.,Alberte is not in Finland.,True
RULEBREAKER_0000238_nonrb,mt,cities,Jovan,he,is in,Botswana,Minsk,"If Jovan is in Botswana, then he is not in Minsk.",Jovan is in Minsk.,Jovan is not in Botswana.,True
RULEBREAKER_0000239_nonrb,mt,cities,Matthildur,she,is in,Kiribati,Riga,"If Matthildur is in Kiribati, then she is not in Riga.",Matthildur is in Riga.,Matthildur is not in Kiribati.,True
RULEBREAKER_0000240_nonrb,mt,cities,Abdullah,he,is in,Bulgaria,Seoul,"If Abdullah is in Bulgaria, then he is not in Seoul.",Abdullah is in Seoul.,Abdullah is not in Bulgaria.,True
RULEBREAKER_0000241_nonrb,mt,cities,Ayra,she,is in,Nepal,Athens,"If Ayra is in Nepal, then she is not in Athens.",Ayra is in Athens.,Ayra is not in Nepal.,True
RULEBREAKER_0000242_nonrb,mt,cities,Ariana,she,is in,New Zealand,Montevideo,"If Ariana is in New Zealand, then she is not in Montevideo.",Ariana is in Montevideo.,Ariana is not in New Zealand.,True
RULEBREAKER_0000243_nonrb,mt,cities,Lukáš,he,is in,Solomon Islands,Moscow,"If Lukáš is in Solomon Islands, then he is not in Moscow.",Lukáš is in Moscow.,Lukáš is not in Solomon Islands.,True
